PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.0796979734931957,-1.1753188303881232,0.4807322080595012,-0.7913022676414142,-0.6217101203883707,0.27337311372668577,-0.617375728398851,0.816837179922978,-0.14336493421301494,-0.02325670797267614
2.5974309031169103,-0.10934254279996504,-0.06789613728908234,0.877910536768613,0.3561111017318151,-0.014638395936082921,-0.00571089317318182,0.42429865667774846,-0.02658730538697256,-0.6274664483273368
1.6671941344354935,-0.38669436531762763,0.1430647443021978,1.065325801103882,0.009508796569613278,0.03442683759759828,-0.29947861078450133,0.8066336072256098,-0.25473438490853845,0.04214898686977274
2.1252205622083307,-0.636181385205795,-0.9619354674041277,-0.2970787825046831,0.4463504307946389,0.1495444044883631,0.3949883649939593,-0.003562766959939258,-0.039042771267841093,0.1997921005089257
1.6585990200370584,-0.9634465089565597,-0.31804340023449057,0.23818342432411613,0.9458997434189239,0.1375695598071798,-0.19178380367092282,-0.16123581935200484,0.5167154262937087,-0.7102110873834179
-1.5969021201767375,-0.35675344291815375,-1.008110238797287,-0.1760764226446077,-0.3717578603735566,0.15042011346058703,0.3391562075973781,0.30867849162245986,-0.06873346249102992,-0.45276976496459975
1.2550098465886852,-1.025056152342534,-0.12773943223145715,0.6749375369021935,-0.2575204661751146,0.05748312940969688,-0.4094368203443226,0.05195443234383969,0.16733491966165415,-0.34287182433141944
-0.8463933576983875,-1.484550455281169,0.10423638907172116,0.3454822478250634,0.7253823247944616,-0.5868762031903357,-0.2267726708055727,-0.29146639930439233,0.9731186487187591,-0.3023331830523863
-0.026107860791687344,-0.8828888410974729,0.30067568969229513,1.0903774773928572,-0.032308063821702794,0.2100997171695048,-0.46280680635760973,0.7659240206635677,-0.2208190942682585,0.003736937185738452
2.144378321258979,-0.21036317273542005,0.5406276239198065,-0.4603051611120242,-0.422156642754967,0.0716349015619135,0.33101739689626897,-1.1267648434675142,0.06511236145263283,-0.6281043212243655
0.2202251821099607,-1.002657449143889,-0.35436316316945526,0.09736321735533474,-0.41159569577081795,-1.5408989970790272,0.016116901286259713,-0.0010627169606477152,0.07794321622932092,-0.16088166250837252
0.5772900940823725,0.48516352225105497,-0.7610768470528488,-0.679025523483331,-0.2838780088292934,-0.38590620983275564,-0.39020904676205515,-0.5029836641530074,-0.5287753350482487,0.2763307124219606
-0.47532025840235803,1.4471777799449101,0.15966371780242136,0.3222852802976576,-0.18902475248754605,-0.9384626389268304,-0.2321682839523361,-0.22575664877804416,0.1429065145894335,0.35987739488288073
-0.2780447108042425,-0.36849783463711194,-0.67963138031565,0.06308676566866003,-0.6817348360454278,-0.945624772434256,0.45180190999061637,0.2722966823268837,-0.09775813148384399,1.070852425645453
-0.14783191934745432,-0.16627159253482052,0.03067969703103447,-1.3373940016103536,0.38988183579906593,-0.2431179436393917,0.42704309543417107,-0.0751964272078127,-0.5749060822486322,0.35965516324699454
-1.1169828505319483,-0.48658206338637755,0.10001645123882771,0.09358394353439535,-0.5407539764182633,0.43717772629224944,-0.19172626710592997,-0.29212144566663756,-0.44177067968064715,0.6207050778828657
1.877384245940688,0.3727000607027635,0.88427282859545,-0.06515565332328357,-0.12284753992360174,-0.08973787984162837,0.3696212081681355,-0.21689602333220168,-0.4938208806352486,-0.17257672408910385
1.264645782552967,-0.10740950145468493,1.0336416452105202,0.1453515499511827,-0.5617105622418198,0.6436393627825495,0.09512186137908789,0.10666498291486876,-0.3609262253307589,0.5584530038184199
