PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
1.955928649153193,1.5550807869698329,-0.6730708359593578,0.13416195621483185,0.4503825695954877,1.7840050510459946,1.5958329045808848,-0.07798561507380479,0.047148944190587426,1.29978461077727,-2.2610958582180887,-1.0061280553897094,-0.4576863229796972,-0.4930128766845656
0.5251999371302715,1.215520975427835,-0.3905141808344876,1.0206294355953267,0.556012150253935,-0.6955040983003911,0.9838443945096503,-0.23100324099380184,-0.5567904896746724,0.35603878649365855,-0.11586857215198264,-1.6913323351856335,0.7637765552270467,-0.08176516065309204
1.1409139482679784,-0.4528554979013411,0.11112569099935315,1.8179708207718868,0.25853502237040876,-0.3561342908036323,-1.5496887909581767,-1.7163913542810247,-1.0558043984356835,-0.1407187890090418,0.49085798291765886,-0.6860683480486135,1.399743021687244,-0.0931222375187643
3.0920306750730298,-0.3586021514702416,0.33840938429891,0.0324628629976978,-1.3244198840530235,0.21926708749684556,-0.5602661525541172,0.6768829205881607,0.9230043224000494,0.5604795946311658,0.9574240295676858,0.493025078609309,-0.45344088566811735,-0.4436446462467497
1.87472500544125,-1.1702179908128914,0.10638792998732897,-0.7930186447708207,1.2283341453393244,-0.041515315712270115,-0.6531386621130898,0.5208533994218557,-0.19077146840829626,0.06286983839465601,0.1457526455193785,-0.5734537831763558,-0.37074579334009067,0.046964785457588185
2.386698883218335,-1.092484712577135,-0.32438099728038144,-0.663529691464629,-0.15003905440766366,0.06580783559586298,0.1386356044250687,-0.1615451093591863,-0.4420249217532083,0.35942158493681264,0.20258902686027844,-0.4704827956467744,0.27444744471192445,-0.11579331572197242
-0.8994119833775345,0.3748590834603961,0.4268387099900266,-0.22185065187229297,0.4624407253100502,0.14570831912958623,0.8251304826914272,-1.8650278684013883,0.8613398602892227,-1.3838891877210364,0.74610371719044,0.027321564111117507,0.311081780243903,0.042248473040687635
2.0738806260870826,-1.3192092258043826,-0.1900580357685386,-1.0142965232188408,0.3132115531733011,0.36998358338931836,0.1903629159275665,0.6539692599676854,-0.2284007577331478,0.0235626392967805,0.08868817516654055,-0.78035363211687,-0.2293487446029771,0.03149903201698956
1.2903293067652832,0.23708143013309352,-0.42095736155956454,-0.40822629346161515,-0.2580253901747784,-0.008443402157869418,-0.9347999395004458,-0.11014155848040602,-0.8566403243355639,-0.5526298486161808,0.5611475497253319,-0.6826982395777147,-0.0636831476502149,0.8953549264968168
1.9898103948026409,-1.2423007622539977,-0.1076691152896548,-0.7893589246291732,0.6256044314242372,0.18552246497107885,-0.18182208504770775,0.498330272894741,-0.24055581991780164,0.05619928221237754,0.11070821361738378,-0.7131099371549543,-0.1586260553370885,-0.007741608590627242
