PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-1.0514503346591975,0.44623817044940217,0.7985216009160436,-0.626937320235035,0.3527334471571495,0.48617266126945075,-0.8050206540894124,0.03126988811329605,0.2141074151642099,-0.08736555356214142,-0.09550308540003813,-0.06054786596005374,-0.2180901663811743
-0.6779548470555812,0.29767882624673864,-0.948191574063285,0.21273489930393025,0.32421998752042025,0.27039240812963,-0.030326115205475467,-0.840594710652206,-0.5579530956345466,-0.08861408649367421,-0.3417031027452285,-0.5607376090268688,0.06884038878567478
-0.7952210264788071,0.34344245685378816,-1.0920153464232778,-0.048233984963360094,0.31019626511904497,0.41966436032220794,-0.7424726405572328,-0.03895679240500967,0.01713567609892569,0.023294318948394066,-0.2568523150859656,-0.2249562299100764,0.31543268221399323
-1.0555846664449977,-0.7183173946701283,0.22092541520955714,0.31040765573411466,-0.05237115842721332,-0.26375151516832857,0.04130530447482135,-0.06929512824467438,-0.7726010982152509,0.21540267068135321,-0.3108960575200841,0.7888649939561903,0.5314236325750528
-1.231021670838941,-0.1469245632329078,-0.2847009728981793,0.8494685618638466,0.3246837647471894,-0.060522908439306466,0.35622380819091337,-0.3961659487613233,0.7012508773459154,0.11602913957533706,-0.2316882922959164,0.07749292978886613,0.3346910361842844
0.10990592362755852,-1.1990070449226455,0.17986433124484838,-0.3266772358653768,-0.5166945382036008,0.19400165433899325,-0.20146776943428207,-0.4127948447373198,0.15117787070393024,-0.31297541795682976,-0.019843459927286672,0.17642098794176603,-0.22655937019794087
-1.293270165133899,-0.012550601621054334,-0.69467287114872,-0.2942170924526461,0.3698556952614058,0.04004792047968725,-0.10575869563399991,-0.04338153848831723,0.9303362209117252,0.1925518514372127,-0.29197052864934625,-0.20656497625198222,0.2637466829604955
-1.201360010595284,-0.096997118759657,-0.29788560147767595,0.8235313575601465,0.12816182112193827,0.5213471041697932,0.9253705877780088,0.16429385126105484,0.71754452406885,-0.08198750638617264,-0.0693438134370212,0.20691695136859703,-0.1719231131586768
-0.8135219277509957,0.30640918495770353,-1.0829873829172918,-0.02761314751327726,0.25052819967066,0.4278086332580204,-0.7761786826523981,0.003901800325561519,0.12546850730437897,-0.09401367543746954,-0.16274895233104766,-0.07857588806159121,-0.1589054254978245
-0.7424860210436404,0.8032736895046311,0.4249208242252642,-0.514440228483747,0.052981096839772285,-0.8807638055102882,0.9249697640444418,-0.6611054029628399,-0.037571885888401824,0.07945951850889316,-0.3217983976682327,-0.914393737699577,0.09024336182679304
-1.1789927292426838,-0.43717262781178584,-0.060558598003978524,-0.3093832215418083,0.269126832092213,0.8760992586777552,0.7998102638391678,-0.390254236270882,-0.7038552119527228,-0.04283000141455218,-0.09656435121596743,-0.748897115502194,-0.2826196873412889
0.24615105919983266,-0.6660017253716063,0.6468586886289569,-0.33999137643725197,0.6955906107341984,-0.4164885896096802,0.128704552591609,-0.04827923675907849,-0.6093297111116713,0.09965983638180526,-0.1976840886409342,-0.6901804040478328,-0.22978703882970702
1.32054045866029,0.09644392918386951,-0.28343794297849906,-0.10264330191049226,0.32792480481495523,0.3738146363387674,0.495648386540393,0.3522328475205826,-0.11482860759031305,-0.20682608346943965,-0.006848858848358064,-0.010326789123368596,0.20522100144044275
-0.48512746378880844,-0.8503545093700239,-0.018433216732942258,-0.5473962959059435,-0.4396483064464275,0.5158704393710394,-0.07044871290773443,0.9689408011958182,-0.13343238277257702,-0.004063412832021718,-0.17290835661959444,-0.44440375428118367,0.2351680485775236
-0.22797342582118887,-0.10191384291106215,1.3694678836370686,0.4484708935960078,-0.3521257319425579,-0.26172589899542364,-0.28449730316937416,0.14280094988629582,-0.18195487495487428,-0.12634669367002294,-0.13684287667108927,-0.12864313971896424,0.18907490102833513
-0.23150684695668078,-0.05298584707787773,-0.06272252220025495,-0.4861825029648322,-0.056853139918375956,-0.592219086073422,-0.47670334437733947,0.6321339481268997,0.26036819533247046,-0.20974713798584876,0.9529295668382741,-0.36564475864939633,-0.1713656339130022
-0.1743999912929364,1.1185048844308907,0.050739396441261776,-0.1796636092316556,-0.042257635826605605,-0.34822643298426004,0.08796244810472968,-0.5679636420106843,-0.7992977847492819,-0.16997954850945307,-0.3503316099353536,-0.635161730740821,0.10327939370163208
-0.41140460210586244,1.2152178858336917,-0.15828700612554722,-0.6224074450472157,-0.11143564343578002,-0.44319147691275834,-0.5503658390209901,0.34471918296787557,-0.4554053491402322,0.014936456828089861,-0.3556723113039483,0.5239911047438328,0.2422431307104842
-0.8897603563969121,0.382135740423029,0.7681054254700238,-1.0256060711785957,-0.011815282278607092,-0.27726854372607335,-0.5061391144034436,0.3315980965137942,-0.4456612065025734,0.141797767453206,-0.3229012438530209,0.5383723540676681,0.2855288767780686
-0.8201346822304749,0.8222625964708188,0.26500004093327406,-0.8067468490645049,0.0035318694413604412,-0.5964394232799035,-0.19431136117792153,0.14960966679998033,-0.09377301628155582,-0.0868970581741724,0.9196156226905995,-0.5568547724047239,0.39800617278172923
