PC1,PC2,PC3,PC4,PC5
0.6130733874310405,0.6183031569922902,1.3193144201681726,0.5430127988934678,0.1355905793639746
0.5693209261928804,0.8039978043957475,1.1100817711450635,0.25480790659947206,0.0013450867235221898
0.8805286995874579,0.7514996209816569,0.9660614948946081,0.35207949199653327,0.08018338931978994
1.0125296316349577,0.7736610510785151,0.6209653256281173,0.15066092414491683,-0.10822141274061141
0.3580107682155324,0.8939745758519305,-0.5264950055314341,-0.14466844376054874,0.1353826867113566
0.8139589537167203,0.7512797042512891,0.8792476576486355,0.4173113077065419,0.19955484277270905
0.8546422438722047,0.8943918931597328,0.7259844843524551,0.038310877531271714,0.04773276708845015
0.8503850584339487,0.8152332044438199,0.9338728968371698,0.3365082055503953,0.18177670614573624
0.48988413758252797,0.7542373859578783,0.9480312685867078,0.08472150537688894,0.19183283171800655
0.7515158735153189,0.7775220826329029,1.0176742032548414,0.4851077895655,0.15971877083962843
0.8548569144256313,0.8133833654507973,0.6482549293249301,0.18745534637004235,0.0748121262025227
0.99126219435293,0.9541864951529115,0.6965856493536682,0.20472971137357796,0.03347301316421295
0.9175362127415513,0.8577186324721249,0.8835100279145709,0.3388957595610704,0.09736842885456291
1.0170155813117183,0.7601494392381892,0.23730997653863278,0.08432874179677649,-0.07541354078869435
1.063787922930742,0.5262853216102789,0.17225496925298622,-0.11356786020136939,-0.1803913457894352
1.1315708850145085,0.9018507033955896,0.4138883721394918,0.1207691954038685,-0.07448705926695995
0.8450135753062077,0.7586973648154252,1.047283972256608,0.2645781223885293,0.059302644281525714
0.9238598236177765,0.8874954645261374,0.8492156319210399,0.0727976059927143,-0.02039819372237684
0.9518959309724837,0.8319084833901204,0.3906266970698009,0.09110797304736303,0.010324501949403708
0.8381395119065351,0.8347013313978757,0.8059502439095727,0.433588169577678,0.12585240662535824
0.8441018277599502,0.8167601438137257,0.8468727335729371,0.26947509926142416,0.2401983298510983
0.8613136417204118,0.8250003817962598,0.7634188818800633,0.4174464236907214,0.12929930030285264
0.6400710112983379,0.8050261182193967,0.7515504332694867,0.22296246406740006,0.24943781143373756
0.9941219541655474,0.8817890618468933,0.7361758397115982,0.209632839450548,0.054423984039881246
0.9650082848485037,0.9282884213404858,0.48472125531700117,0.21347504814342,-0.02013516084064756
1.0526822004423966,0.8816186356199023,0.5783315722411886,0.22831274023616724,0.06820381293708193
0.9693985762992192,0.8593230142765396,0.6973845400262075,0.14331432570868216,0.06628318998509715
0.9969970252004184,1.0287099703322897,0.590463694981495,0.14709931756723518,0.05156918519643752
1.1040974910680454,0.682810111862084,0.20103721668465532,-0.08138261456916301,-0.1772384035920965
0.9684169472808187,0.9095275282743404,0.7822566529320026,0.16729126610811476,0.01776863772044821
0.891398023188813,0.8578524259669742,0.7870128235612379,0.4062112202125998,0.15409761038642378
0.8923577609859346,0.822290917964151,0.3406749564792177,0.010236547471251845,0.05369627449159836
0.645709315714237,0.9131583069373447,0.7386538781096562,0.06688736238846434,0.2457824825017581
1.0236077521887743,0.9274186846647183,0.5978884379701108,0.1803278323361067,0.046872827806964945
0.9963785212119189,0.9751457519006106,0.6270426949705762,0.048977632979664905,0.0035942361463818322
0.739575391814671,0.8731540899004777,1.0441178902877974,0.5329391999880606,0.11940684654991703
0.8035965582264668,0.7877453589472658,0.883669586506436,0.49128458159484867,0.24520172855425373
1.072914674325011,0.740162461730707,0.17697412815129052,0.02696774977262967,-0.0883769609193505
1.098080533488701,0.9365679082644643,0.49773684231620496,0.06821908177166425,-0.003172529880886591
-0.04781395277997878,0.6132830645858566,0.9702494861661884,0.33814521322682245,0.3228304183383186
1.054300347447601,0.8956235367367744,0.40961540256490386,0.0654549413981128,0.01072432374373864
1.0145181742936078,0.8024028844380848,0.2685434359522622,-0.016718028285513057,-0.039074228859566136
0.7559835893240529,0.896308111938108,0.8329292320486164,0.272484591241285,0.256488014555356
1.0093490536816045,0.8922301169218816,0.4561759433856665,0.22870528459545253,0.08687398298951714
1.0890140042433285,0.7060358574390353,0.12903248480002316,-0.09967017224522373,-0.1721859343696576
0.7452601086010378,0.8645745215713685,0.7984954199223794,0.32036785611033813,0.2653252625226319
0.7070163689290045,0.8826499952256117,0.9449723391689543,0.36687210489955174,0.25161674026858355
1.0160591622766275,0.9152133142641634,0.5342141569496971,0.20622757758765095,0.12449929693451114
0.5982018688201404,0.8540436340292623,1.0129233613237978,0.5127429224141549,0.16161620248404993
1.1085694497648428,0.8274786935095292,0.2620369637290762,-0.01193906504052143,-0.04055491377141784
0.9000454708140635,0.969309411902571,0.4719367823561844,0.12519328365743812,0.14028842926347757
1.073759159828141,0.8318698760808577,0.46067175870883426,0.11424076900863209,0.059695847131152495
0.9605344843869027,0.8172489870692138,0.35672157519771347,0.07381621150903868,0.10672460467382384
1.1747603489873597,0.5951208355135089,0.06328478199088566,-0.17918102300170308,-0.21494321422942572
1.0506208157190013,0.8602632196171051,0.4069314065604018,0.19580699206814178,0.052478421673425694
1.0154592406270726,0.8230835703397908,0.22952892693658516,-0.022838045411453324,-0.048158463107650186
0.8902769354728146,0.9457505489431057,0.6936328463617002,0.3065358993719659,0.20044497901046018
1.2415067514608638,0.6460025681866145,0.1948663158525464,-0.1695685332535901,-0.14381475626130752
1.0591042295901765,0.5557383006925417,-0.10011174505292819,-0.05359765197572752,-0.15195317872326813
1.1570021442894882,0.5223020242695718,0.08802771408145234,-0.2692644935130061,-0.1599800783098685
0.9952667779370497,0.36769003381720766,-0.18391698994936875,-0.20608699042426865,-0.20347289962827073
1.102337862925506,0.7914379589207029,0.16670960902149204,-0.0062594626787805035,-0.013772180223179959
0.8786410369056086,0.7759650280676657,1.0262079997823648,0.1703890420256799,-0.008268384260097931
0.9775368956799005,0.98896568679131,0.4421095452573002,0.1105760662931524,0.11556360041800282
1.1573511880387706,0.9703986011181296,0.3824727852240984,0.14296881125288838,0.10159104233540896
1.1394556365413866,0.6643023843343548,0.090389987638946,-0.10365864670949576,-0.0611035077518352
1.01794431018589,0.9566208852349297,0.5029975619293173,0.2931683467531957,0.18257593428457408
1.0267899059452532,1.0165056852533718,0.5439002903572279,0.16155684801936482,0.11293042142486144
1.0315055214512923,0.610868659602982,-0.10085408813325272,-0.026711682318907633,-0.04104605245270129
0.7282097002530313,0.9481991145205833,0.595969681743053,0.0018465922414125817,0.36269046472880784
1.0600029599197895,0.8791207058485617,0.09883610842183563,0.16894922650463076,0.024964729356740798
0.5950828348770766,0.2306648723873428,-0.14931710122296243,0.27979366924383897,-0.7624091564561848
1.0508873814979858,0.8576375691951483,0.2002636609287382,0.004300401654086144,0.06482279796925051
0.9214889190162141,0.9209176220609787,0.126047634809783,0.11254391031260705,0.05570216106025782
1.0609283825592564,0.7391241398538562,-0.040800676962871665,-0.03634713327247884,-0.08657975907387178
0.9093800550339523,0.9587193941086096,0.34846912539828734,0.2029474885084102,0.22675986807362508
