PC1,PC2,PC3,PC4,PC5,PC6,PC7
0.6130733874310405,0.6183031569922902,1.3193144201681726,0.5430127988934678,0.1355905793639746,-0.3560236961363175,-0.37503039521598436
0.5693209261928804,0.8039978043957475,1.1100817711450635,0.25480790659947206,0.0013450867235221898,-0.19106759473297732,-0.40683049699966056
0.8805286995874579,0.7514996209816569,0.9660614948946081,0.35207949199653327,0.08018338931978994,0.14773758030090633,-0.3151668899814592
1.0125296316349577,0.7736610510785151,0.6209653256281173,0.15066092414491683,-0.10822141274061141,0.42835729812195344,0.020776200626154834
0.3580107682155324,0.8939745758519305,-0.5264950055314341,-0.14466844376054874,0.1353826867113566,-0.2199496964481857,-0.13350838671148393
0.8139589537167203,0.7512797042512891,0.8792476576486355,0.4173113077065419,0.19955484277270905,0.1057896867342607,-0.3926522344802151
0.8546422438722047,0.8943918931597328,0.7259844843524551,0.038310877531271714,0.04773276708845015,0.12164897127133599,-0.40388438285935657
0.8503850584339487,0.8152332044438199,0.9338728968371698,0.3365082055503953,0.18177670614573624,0.06866134396699675,-0.3474898425442078
0.48988413758252797,0.7542373859578783,0.9480312685867078,0.08472150537688894,0.19183283171800655,-0.14736844549359987,-0.621256061231897
0.7515158735153189,0.7775220826329029,1.0176742032548414,0.4851077895655,0.15971877083962843,-0.09049034092772737,-0.2883771602065247
0.8548569144256313,0.8133833654507973,0.6482549293249301,0.18745534637004235,0.0748121262025227,0.2576643452529775,-0.3089406345158773
0.99126219435293,0.9541864951529115,0.6965856493536682,0.20472971137357796,0.03347301316421295,0.17842782982063313,-0.2625911813137265
0.9175362127415513,0.8577186324721249,0.8835100279145709,0.3388957595610704,0.09736842885456291,0.016596085676442666,-0.2959295665896088
1.0170155813117183,0.7601494392381892,0.23730997653863278,0.08432874179677649,-0.07541354078869435,0.5439193735206517,0.004984482182453692
1.063787922930742,0.5262853216102789,0.17225496925298622,-0.11356786020136939,-0.1803913457894352,0.5423345532732307,0.12866706507176495
1.1315708850145085,0.9018507033955896,0.4138883721394918,0.1207691954038685,-0.07448705926695995,0.332496867400846,-0.04644497884969092
0.8450135753062077,0.7586973648154252,1.047283972256608,0.2645781223885293,0.059302644281525714,-0.02177938470928901,-0.37104830677768375
0.9238598236177765,0.8874954645261374,0.8492156319210399,0.0727976059927143,-0.02039819372237684,-0.00647686722032797,-0.14483550931415604
0.9518959309724837,0.8319084833901204,0.3906266970698009,0.09110797304736303,0.010324501949403708,0.4314271881539471,-0.11419085050205383
0.8381395119065351,0.8347013313978757,0.8059502439095727,0.433588169577678,0.12585240662535824,0.06374082497470646,-0.23620132612979874
0.8441018277599502,0.8167601438137257,0.8468727335729371,0.26947509926142416,0.2401983298510983,0.04730394622021909,-0.48293005517138526
0.8613136417204118,0.8250003817962598,0.7634188818800633,0.4174464236907214,0.12929930030285264,0.12865904744685333,-0.23984111803069327
0.6400710112983379,0.8050261182193967,0.7515504332694867,0.22296246406740006,0.24943781143373756,-0.05183752734876283,-0.5722201453295529
0.9941219541655474,0.8817890618468933,0.7361758397115982,0.209632839450548,0.054423984039881246,0.12568216783471595,-0.17380291204283901
0.9650082848485037,0.9282884213404858,0.48472125531700117,0.21347504814342,-0.02013516084064756,0.2714638326764936,-0.08826038922204742
1.0526822004423966,0.8816186356199023,0.5783315722411886,0.22831274023616724,0.06820381293708193,0.28367159780349693,-0.14770432470495118
0.9693985762992192,0.8593230142765396,0.6973845400262075,0.14331432570868216,0.06628318998509715,0.13232433858424567,-0.21663913748844404
0.9969970252004184,1.0287099703322897,0.590463694981495,0.14709931756723518,0.05156918519643752,0.2058498513087195,-0.2776762672685065
1.1040974910680454,0.682810111862084,0.20103721668465532,-0.08138261456916301,-0.1772384035920965,0.3908049218225545,0.17468358641861614
