PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
0.7536170372188128,-0.9988332027647414,-0.8091087771270765,-0.15820932907277668,0.4884198869110589,-0.3677599769815754,-0.012957802939997987,-0.3392235430784937,0.899337340894511,-0.09319312146065022,0.1248635491117592,0.5575488171711275,-0.22115776825842498,0.08520668323700308,0.9377970984610778,-0.018161861603023636,0.005242406343723717
0.2802950983753761,-0.6850161259511083,-0.08310200794044506,0.9582466686836626,-0.3888629784952678,0.17476680408924508,-0.43074841599226676,-0.7704594037509539,0.4490837792839848,-0.0841406171152272,0.15571474968077395,0.1786821118924341,-0.5708436498988659,0.19672311665143488,0.089686767410115,-0.5692932959806558,-0.5331606891274557
0.6238682301000983,-1.1328960890269768,-0.3779412029780018,-0.01605783194594568,-0.988372795424483,1.312515024498272,-1.1684032727190445,-0.6166322532247602,-0.8090943272811159,-0.18320648842387913,0.18255276645786575,-0.009677371171816398,-0.2841447720526515,0.05194711236231256,-0.12682543115488581,-0.0011888744368983453,-0.31886507690665133
2.9310175556084364,-0.1755942746369989,-0.4127162595860547,-0.9387910909704629,-0.0020296649251173794,-0.6911798486801056,-0.2393156000615164,0.13761696328496154,-0.08935968351307907,-0.4432071614409481,-0.3061952215015319,-0.0026813877920414133,0.6585239585368948,0.10595672644198807,-0.0856706852638214,-0.24433481039248583,0.03127949432915939
0.1873353909824839,-0.17021648155778032,1.6688661445333046,-0.8705739520515647,0.6389717652034675,-0.5470924625246207,-0.6899629221365795,0.04027983677288967,-0.17529728475655015,-0.2502166772146906,0.033197142667118436,0.26406165555320293,-0.08465908181534318,0.10289716997983041,-0.06178139002252886,-0.025696474044088858,0.1082154970638049
2.133418001449549,-0.2004842556793103,-0.497143183922867,0.06985033633631002,0.4816556642751671,-0.45594567567779554,-0.5433054671396502,-0.06221166755059263,-0.2872122114394606,-0.15894616223839575,-0.012930732006417511,0.2291481247132382,-0.11086706457464171,0.0899509527023228,-0.043455519542376184,0.02006507482679937,0.06495482030300515
-0.09434764255848695,0.0973995103838712,-0.008883946972274959,0.05306202097926844,-0.4017402975405492,0.37108743730405647,0.17520849019320683,-0.2804387162921916,-0.021423121865800424,0.15450075727080784,1.1333998083042571,0.5864525505912421,0.3824218455007811,0.2819485249398821,-0.36989713933990065,-0.09375289306989865,-0.5114354101419633
0.48581830196401676,-0.6381279176485112,0.18592206961810334,-0.177298090386772,0.8810571121098685,-1.0018909469448045,-0.3998728562727312,0.04330150112699762,-0.1336849647544485,-0.29037949256512,0.004564256067228765,0.203957562608993,-0.14048820551333174,0.08698159571306043,-0.0023432230320901888,-0.07172613514821179,0.04066747946459694
0.7660482126813869,-1.1331406104344075,-0.02291263545473539,0.06141611015123835,0.5144075820580075,0.46995364458322336,0.051085767632001365,0.11973133466995718,-0.20418809110035746,-0.5891210692644454,0.022551587839119758,-0.46077461660346397,-0.5189431392985627,-0.1878595128366301,-0.22570448524451203,0.1818150712247336,-0.16890126430887045
0.3908288630195004,-0.4989809806155032,0.630079000956293,-0.3957133757680343,0.7209701857372214,-0.7070467007716658,-0.5671941478819831,0.004098408987883564,-0.17643542763576953,-0.2624971851984103,0.007940616222646859,0.23896357616755584,-0.11696792546599606,0.10375811614989164,-0.03307797520404718,-0.034731175940575315,0.06803443333934468
3.0826671179354563,0.7844430599424377,-0.68190888963691,-0.15747845694583504,0.20961383305585818,0.5054996620127225,0.11958605580568152,-0.03692225472978866,1.1885381314977421,-0.45550145276917575,-0.6190529818604581,0.06623098088494261,0.2611989189935823,0.25212434397763606,-0.20477376417653115,-0.14194150360196842,0.11265683450527517
-0.8047636895190088,-0.4417887647480818,1.9810911178305095,-1.7163517718823051,-0.37286656939112717,-0.4301342709970304,0.40203730373193136,0.8973411591945505,0.12276158268144187,-1.2073597612663454,-0.06405126847327348,-0.003413426057480229,0.4800847972260316,-0.453823225520548,-0.2998148319341973,-0.4417258636876741,-0.1622417744478839
-0.44424496421012166,-1.5055115066169669,-0.24864020161218536,-0.48242505178876344,-0.05936144420866245,0.13238758069866227,0.01500329028008424,0.11273380525161371,0.021321530937983942,-1.049526755851348,-0.33898031227493636,-0.625945938304758,0.23151037616444364,-0.08506609502385676,-0.23650777870390077,-0.11175862840483179,-0.258608294881729
1.6895165299643884,1.739896931445967,0.14198508291633727,-1.7236894021994456,0.9733269333663411,0.4627069556857107,0.3406729018687345,0.461060165495109,0.046805305577211236,-0.5754747048317718,0.06759299066563887,-0.5722007155206116,-0.5129480943093493,-0.3468829518457325,-0.2224725274814434,0.15340958896896376,-0.024012985462759835
0.21696760519671182,-0.2800755224854643,-0.39473323469117383,-0.13343815937516407,0.08626150703929997,-0.037319272363279185,-0.7227370443460185,-0.71713737104574,0.5472035884866908,-0.10201954387808627,-0.3284970599812677,0.18908147327965924,0.6856884117655201,-0.04432407619106321,-0.315041915123091,-0.17830275243082958,-0.038665644395225615
-2.192581414892069,-0.1992842318401223,-0.6558426755024664,-0.6752693766967827,-0.9188511425782642,-1.2457934680415927,0.5893318149580712,-0.7956646940874539,-0.1908328591666533,-0.07615151344616532,-0.03541338494165007,0.10418241022091061,-0.28779710812748255,0.35612021877215166,-0.10422932166092794,0.015474827886643196,0.027858888161775473
0.375591497816629,-0.5442330536785104,-0.3308729575151412,-0.26461530136878564,-0.1892449289839978,1.1812162258859757,-0.8889897300934558,-0.540366940837506,-0.6826769068518798,-0.1550864208432444,0.19240198442769102,-0.1036404346579405,-0.31086350337561947,-0.060068942114182004,-0.12997971397752245,-0.08239040233253804,-0.28607504102999415
0.6608242103927658,-0.6972450600693303,1.2461831608837144,-1.1593546597455697,-0.5350584648786801,-0.11558915159262248,0.1975328467814359,0.10351827023589709,0.6174101985939802,-0.35276304460736574,0.18338080825246636,-0.3020030072147762,-0.4597745627470145,-0.30647571996473905,-0.3375098737856349,0.28836194889347694,-0.2078140750899226
3.3644375840203766,0.19992690053494006,-0.43372265366998236,-0.5737437769848028,-0.19386134400820826,-0.34091250410872387,-0.47555941322795214,0.6163751362976954,-0.3060588701822898,0.5533084359620757,-0.2608312346442704,-0.03305588609050989,0.015015932025039437,0.16687613498806997,0.23626382296628443,0.06682179376785057,0.04692495395280944
0.9951584693550609,-1.3508395700682445,-0.5722392808532353,-0.4109808964998369,0.0818715275666457,0.25755913266527053,0.19499140841087717,0.03061977863647587,1.2215998385478994,-0.5574756165668175,-0.5968284028681511,0.10981238082241465,0.21119732895550708,0.3690197296875536,-0.17203618948058272,-0.09934422894119754,0.05838962215543138
1.223508063314922,-1.1114123955414636,-0.9728505939224654,-1.029514226921859,0.4745278877867648,-0.5596183437384038,0.4593286594471337,-0.036292632674715504,-0.12320214894834321,-0.6997195719056755,0.10288606483731229,-0.5044775282558669,0.5461598597330712,-0.4615323266716948,0.7992160895540213,-0.3074820529967378,-0.3226239387715706
-2.410245977843005,-1.4790276648325476,0.4412440906976635,0.36360717111130875,0.9010066192927383,0.3318526774515151,1.4544115121123553,0.330592786660846,-0.1480776634638133,-0.6994994714161868,0.5854745013137882,0.3095157024732521,-0.15454255100200678,0.8895951585983028,-0.028249798777301556,-0.1336386725352725,0.14771139883017226
4.779528635863651,1.4512112291033277,-0.5814733556482587,0.2577992451581913,0.2463563821623427,-0.6196519298004861,-0.4641600467946399,0.02530456671958987,-0.3122325083024189,-0.09841421566828143,-0.0015123605789118533,0.18951166393231977,-0.06313411073385125,0.011564216675269972,-0.03396046659614032,-0.01409438541901877,0.08663918190892263
-0.6193396354745702,-2.0643409146277474,-0.43484657083491807,-1.514586784155309,0.8206194533814534,0.35044696037240736,-0.43839431284971825,0.02283000382654764,-0.24871988407884235,-0.07330275548767497,0.03147211076307139,0.24801379741105947,-0.17668229791200005,0.15130322727674397,-0.11015238604777937,0.19318561635016904,0.14344380307261684
2.222255312220936,-1.3618409454676121,-0.7183887947795548,-0.9302340899143864,0.29706529857888064,-0.6339874647115343,0.2674105629250735,-0.2695706038983124,0.6927584304986877,-0.11960902314478354,-0.04448126004470148,0.08921719999778119,0.8260652893376669,-0.3984711135052146,0.5713444822408374,0.10416936681142515,0.04648939394912719
4.580936033114851,1.537765484333068,0.0007317326862583071,0.5729712475007043,-0.35932851007622924,-0.7867411891348908,0.6234182101091911,-0.734613530532904,-0.041799709475964765,0.30550101026628357,0.21315289952180486,-0.2344243925888765,-0.24622383731166006,-0.4024137621407354,-0.13840996749396936,-0.13039827892735728,0.13337047493123905
0.5029506646670311,-0.9933039624429766,-0.08556671081063255,0.17960150197567795,-1.0825412325478796,0.3518980658509185,1.1517911436600534,-0.3976312173404553,0.023780456101477023,-0.4396456197540216,-0.303264423177664,0.3656149884257667,0.6769548359862296,-0.041253257945889465,-0.47729632950336437,0.15295031616030536,-0.12624846053994035
-3.2313419247938646,-1.4227502767214997,-0.04020980318856438,1.7561824990601083,-0.5617098076078524,0.20512205883464227,-0.7776610492511625,-0.11649824988810333,-0.254382324214417,-1.254139573269507,0.18578315762355957,0.4423393536381528,-0.10077086118727174,-0.5560629126880492,0.6033399802001629,0.09622701019121788,-0.2048542334487348
4.351288304578757,1.9670887770796368,-0.6424548849190208,0.455402807579854,-1.3479728283196728,0.8711299738375842,-0.23881515352146623,-0.23160026952321983,0.678977069776278,-0.36084464773143793,-0.053162061937947994,-0.043930826403086876,-0.6525645665474816,0.11898081386942785,-0.08810105366223324,-0.042802700193537546,-0.2715423594146668
-0.4128687414063706,-1.4806563381067275,-0.3451413286299643,-0.9573682409575975,0.005195608338807471,0.8773377724593663,0.4002214765300984,-1.0671372646103414,0.036266979699572176,0.1447340382543767,-0.15918931553214075,-0.35712807067182867,0.434954232950634,-0.2628227751328361,-0.3437069569193194,-0.18315516247319397,0.1587249576247025
-3.508222829972154,0.06509374979843713,0.8623632283645773,2.8099962910590746,1.8170739486655074,0.6673578930842542,-0.08749515587607966,-1.5873187930081523,0.40794325308774215,-0.4996200400675043,-0.610764511394666,-0.6036078124226262,0.30282292587505827,-0.44747414718423034,-0.5146437707755079,-0.2583321261930467,0.1839475689563943
0.2501306118504729,-0.5643373341722306,-0.08275421344140906,0.10585027940011157,-0.8517527271867741,0.5999020786461281,-0.22668509336195136,-1.1701402516665036,-0.19977365221122745,0.25756115219193687,0.1368045093034937,-0.023464239754180286,-0.265735778997476,-0.1665087931119331,-0.2298149693545202,0.09816244739880493,0.15186918462563107
2.2121279352241947,-0.4383015405141888,-0.0384369566553443,-0.6686790039277348,0.532370544219465,0.8456865622328622,0.9681293360845366,-0.8298889774462899,-0.874632359816501,-0.1833329737639561,-0.1363323635970756,-0.2575696316332242,0.7914833935561074,0.03241292191769576,0.6771194057790295,0.1865940406320602,-0.07174536448010906
0.5574667890117179,-1.4392995548368515,0.014552904842444052,1.0362369955832036,0.680480966408023,-0.5974344914735484,-0.020655897523853616,-0.22039344918178586,0.8318967920308369,-0.40465741607822314,-0.015068637395191257,0.14064327127580395,-0.08350915554413026,-0.4049216751042824,0.4896519063530685,0.6667273275800323,0.1757839100313842
