PC1,PC2,PC3,PC4,PC5,PC6
0.7536170372188128,-0.9988332027647414,-0.8091087771270765,-0.15820932907277668,0.4884198869110589,-0.3677599769815754
0.2802950983753761,-0.6850161259511083,-0.08310200794044506,0.9582466686836626,-0.3888629784952678,0.17476680408924508
0.6238682301000983,-1.1328960890269768,-0.3779412029780018,-0.01605783194594568,-0.988372795424483,1.312515024498272
2.9310175556084364,-0.1755942746369989,-0.4127162595860547,-0.9387910909704629,-0.0020296649251173794,-0.6911798486801056
0.1873353909824839,-0.17021648155778032,1.6688661445333046,-0.8705739520515647,0.6389717652034675,-0.5470924625246207
2.133418001449549,-0.2004842556793103,-0.497143183922867,0.06985033633631002,0.4816556642751671,-0.45594567567779554
-0.09434764255848695,0.0973995103838712,-0.008883946972274959,0.05306202097926844,-0.4017402975405492,0.37108743730405647
0.48581830196401676,-0.6381279176485112,0.18592206961810334,-0.177298090386772,0.8810571121098685,-1.0018909469448045
0.7660482126813869,-1.1331406104344075,-0.02291263545473539,0.06141611015123835,0.5144075820580075,0.46995364458322336
0.3908288630195004,-0.4989809806155032,0.630079000956293,-0.3957133757680343,0.7209701857372214,-0.7070467007716658
3.0826671179354563,0.7844430599424377,-0.68190888963691,-0.15747845694583504,0.20961383305585818,0.5054996620127225
-0.8047636895190088,-0.4417887647480818,1.9810911178305095,-1.7163517718823051,-0.37286656939112717,-0.4301342709970304
-0.44424496421012166,-1.5055115066169669,-0.24864020161218536,-0.48242505178876344,-0.05936144420866245,0.13238758069866227
1.6895165299643884,1.739896931445967,0.14198508291633727,-1.7236894021994456,0.9733269333663411,0.4627069556857107
0.21696760519671182,-0.2800755224854643,-0.39473323469117383,-0.13343815937516407,0.08626150703929997,-0.037319272363279185
-2.192581414892069,-0.1992842318401223,-0.6558426755024664,-0.6752693766967827,-0.9188511425782642,-1.2457934680415927
0.375591497816629,-0.5442330536785104,-0.3308729575151412,-0.26461530136878564,-0.1892449289839978,1.1812162258859757
0.6608242103927658,-0.6972450600693303,1.2461831608837144,-1.1593546597455697,-0.5350584648786801,-0.11558915159262248
3.3644375840203766,0.19992690053494006,-0.43372265366998236,-0.5737437769848028,-0.19386134400820826,-0.34091250410872387
0.9951584693550609,-1.3508395700682445,-0.5722392808532353,-0.4109808964998369,0.0818715275666457,0.25755913266527053
1.223508063314922,-1.1114123955414636,-0.9728505939224654,-1.029514226921859,0.4745278877867648,-0.5596183437384038
-2.410245977843005,-1.4790276648325476,0.4412440906976635,0.36360717111130875,0.9010066192927383,0.3318526774515151
4.779528635863651,1.4512112291033277,-0.5814733556482587,0.2577992451581913,0.2463563821623427,-0.6196519298004861
-0.6193396354745702,-2.0643409146277474,-0.43484657083491807,-1.514586784155309,0.8206194533814534,0.35044696037240736
2.222255312220936,-1.3618409454676121,-0.7183887947795548,-0.9302340899143864,0.29706529857888064,-0.6339874647115343
4.580936033114851,1.537765484333068,0.0007317326862583071,0.5729712475007043,-0.35932851007622924,-0.7867411891348908
0.5029506646670311,-0.9933039624429766,-0.08556671081063255,0.17960150197567795,-1.0825412325478796,0.3518980658509185
-3.2313419247938646,-1.4227502767214997,-0.04020980318856438,1.7561824990601083,-0.5617098076078524,0.20512205883464227
4.351288304578757,1.9670887770796368,-0.6424548849190208,0.455402807579854,-1.3479728283196728,0.8711299738375842
-0.4128687414063706,-1.4806563381067275,-0.3451413286299643,-0.9573682409575975,0.005195608338807471,0.8773377724593663
-3.508222829972154,0.06509374979843713,0.8623632283645773,2.8099962910590746,1.8170739486655074,0.6673578930842542
0.2501306118504729,-0.5643373341722306,-0.08275421344140906,0.10585027940011157,-0.8517527271867741,0.5999020786461281
2.2121279352241947,-0.4383015405141888,-0.0384369566553443,-0.6686790039277348,0.532370544219465,0.8456865622328622
0.5574667890117179,-1.4392995548368515,0.014552904842444052,1.0362369955832036,0.680480966408023,-0.5974344914735484
1.89850832502731,-0.14946723279487764,0.09166750595199623,-1.1110986746904896,0.13431783137017467,-0.15430144718867195
